Name,Age,Salary,Department
Frank,,108919.0,Finance
Frank,,,Finance
Frank,55.0,,
Jack,30.0,61800.0,HR
Grace,46.0,79860.0,IT
Alice,,,Marketing
Jack,,102601.0,IT
Alice,,,IT
Isaac,,,Marketing
Bob,59.0,,Engineering
Alice,,43917.0,Support
Hannah,,81003.0,Support
Jack,,,Sales
Isaac,32.0,,Marketing
Frank,23.0,97001.0,HR
Charlie,44.0,,Finance
Bob,,71196.0,Finance
Frank,46.0,,
Jack,22.0,,Operations
Bob,48.0,54568.0,Engineering
Eve,55.0,,
Hannah,38.0,52217.0,Support
Grace,,74737.0,Support
Charlie,,97241.0,Engineering
Charlie,47.0,60930.0,IT
Alice,28.0,,HR
David,,68540.0,HR
Eve,,71753.0,Support
Bob,,,Engineering
Isaac,60.0,48846.0,Sales
David,59.0,54617.0,Finance
Eve,,,Finance
Jack,38.0,,Support
Bob,,,
Hannah,48.0,111149.0,Support
Grace,53.0,42606.0,Support
Frank,45.0,86607.0,Finance
Hannah,,,
Hannah,47.0,,Operations
Grace,,113596.0,IT
Alice,,,Finance
Frank,43.0,,HR
Jack,52.0,62376.0,Support
David,,,HR
Isaac,,46389.0,Engineering
Charlie,49.0,,IT
Frank,43.0,65908.0,HR
David,,,IT
David,,105498.0,
Eve,,,Marketing
Eve,50.0,,HR
Jack,,77726.0,
Frank,53.0,,HR
Charlie,60.0,,
Charlie,48.0,,HR
Eve,,96444.0,Sales
Jack,57.0,98440.0,
David,,87123.0,IT
Bob,,,Operations
Eve,,74634.0,Engineering
Hannah,,101608.0,Engineering
Eve,39.0,54358.0,Sales
Eve,,,HR
Jack,27.0,,Engineering
Bob,60.0,,HR
David,47.0,,HR
Eve,51.0,46174.0,
Bob,,,Finance
Jack,31.0,70311.0,Finance
Hannah,,112295.0,
Grace,,,
Isaac,44.0,,
Frank,43.0,117491.0,HR
Hannah,54.0,,Sales
Eve,57.0,106259.0,Sales
Isaac,60.0,107653.0,IT
Eve,22.0,,IT
Charlie,,,IT
Jack,,,HR
Alice,39.0,81824.0,Marketing
Isaac,48.0,87046.0,Engineering
Charlie,31.0,62181.0,HR
Jack,58.0,41562.0,IT
Hannah,29.0,,Engineering
Frank,53.0,49513.0,IT
Jack,41.0,,Engineering
Jack,,,Operations
Hannah,,98514.0,
Eve,41.0,54763.0,IT
Bob,47.0,,Sales
Charlie,,88848.0,Finance
Charlie,53.0,91996.0,Finance
Jack,,112693.0,
Isaac,34.0,,HR
Grace,,83067.0,
Frank,,,IT
Charlie,48.0,96850.0,IT
Hannah,35.0,,Engineering
Alice,,41887.0,Marketing
Isaac,31.0,95530.0,IT
Bob,29.0,69241.0,Sales
David,,,
Grace,,,IT
Eve,,116945.0,
Grace,,67575.0,Marketing
Jack,,82889.0,Sales
Isaac,,,Engineering
Frank,55.0,101388.0,Support
Jack,,,
Isaac,,,
Grace,,,HR
Alice,55.0,,Sales
Jack,,,Finance
Grace,,75435.0,
Isaac,,50253.0,Finance
Jack,29.0,,
Grace,55.0,81362.0,Marketing
Bob,,73973.0,Finance
Frank,52.0,,IT
Grace,,112790.0,Finance
Alice,39.0,,IT
Charlie,48.0,73157.0,HR
Bob,48.0,,HR
David,,,IT
Grace,,,Engineering
Jack,43.0,,HR
Charlie,59.0,,Engineering
Bob,,105450.0,Support
Charlie,49.0,,Engineering
Grace,,,
Bob,44.0,,Support
Alice,50.0,112551.0,Finance
Hannah,57.0,107948.0,HR
Bob,39.0,,Marketing
Jack,45.0,,Operations
Charlie,49.0,88700.0,Engineering
Isaac,45.0,114629.0,Engineering
David,37.0,70630.0,Operations
Hannah,,,Support
Bob,29.0,,Finance
Hannah,,69357.0,IT
David,58.0,,Support
Hannah,,,Marketing
Isaac,52.0,56866.0,HR
Eve,52.0,92010.0,Marketing
Isaac,32.0,56447.0,Support
Alice,,69361.0,Marketing
Charlie,,70346.0,Support
Alice,38.0,,Finance
David,,,
Charlie,,,Engineering
Grace,28.0,43996.0,Operations
David,,,Marketing
Bob,25.0,40658.0,HR
Alice,,,Operations
Bob,,63151.0,HR
Grace,22.0,,Engineering
Isaac,39.0,57897.0,HR
Eve,27.0,,
Grace,38.0,,Operations
Bob,37.0,41898.0,HR
Bob,25.0,113305.0,Engineering
Grace,,,HR
Eve,51.0,,IT
Isaac,,,
Jack,58.0,68965.0,Operations
Eve,59.0,,
Bob,,,Sales
Hannah,,,
David,,,Engineering
Grace,33.0,68151.0,
Eve,26.0,78738.0,HR
Frank,,,Operations
Eve,36.0,98073.0,
Isaac,,95999.0,Finance
Bob,,98901.0,Marketing
David,,,Marketing
Eve,,,
Hannah,,,Support
David,,85518.0,Engineering
Isaac,,,Operations
Eve,34.0,78210.0,Sales
Frank,,103779.0,Sales
Hannah,57.0,61732.0,HR
Alice,,,IT
Bob,58.0,,Support
Frank,34.0,,IT
Hannah,26.0,,Engineering
Charlie,26.0,57848.0,IT
Eve,43.0,84993.0,Finance
Charlie,50.0,90551.0,Engineering
David,,,Finance
David,,119411.0,Finance
David,24.0,95727.0,Engineering
Grace,,114570.0,Sales
Charlie,35.0,,Operations
Frank,53.0,,
Charlie,58.0,,Marketing
Eve,52.0,86188.0,Sales
Bob,58.0,77263.0,IT
Isaac,36.0,,Sales
Alice,,65028.0,Operations
Jack,50.0,,
Isaac,,42635.0,Marketing
Frank,,70205.0,Operations
Grace,52.0,116462.0,Support
Jack,30.0,45859.0,IT
Charlie,31.0,,Sales
Charlie,36.0,96918.0,IT
Jack,41.0,,Operations
Isaac,32.0,,IT
Grace,28.0,,HR
Hannah,,108677.0,Finance
Isaac,,111021.0,IT
Alice,,,Finance
Frank,52.0,,IT
Jack,26.0,104124.0,Support
Frank,,,Operations
David,,101991.0,Support
Alice,46.0,,Finance
Charlie,33.0,,Marketing
Frank,44.0,76708.0,Marketing
Isaac,,55028.0,Engineering
Isaac,54.0,,IT
Alice,,112211.0,Sales
Bob,43.0,110955.0,Engineering
Eve,,61196.0,Marketing
Alice,,,
Jack,,,Finance
Jack,,64810.0,Marketing
Grace,42.0,69685.0,Engineering
Frank,,96010.0,Engineering
Eve,,,Operations
Hannah,40.0,111414.0,Support
Hannah,,47875.0,Operations
Charlie,23.0,47556.0,HR
Hannah,46.0,52561.0,
Hannah,30.0,64809.0,Engineering
Hannah,53.0,,Engineering
Isaac,50.0,,Support
Eve,,,Operations
Jack,,,Finance
Charlie,,62119.0,Finance
Frank,50.0,,
Eve,31.0,,IT
Isaac,,75560.0,Support
Jack,39.0,,
Jack,,67908.0,
Bob,57.0,,Sales
Frank,,81221.0,Marketing
Jack,,,Sales
Jack,60.0,,Finance
Grace,,,Support
Jack,,,
Isaac,,,Marketing
Frank,,,HR
Bob,30.0,76598.0,Support
Grace,48.0,49240.0,
Grace,36.0,,Support
Alice,34.0,,Operations
Frank,,,Operations
Bob,28.0,119069.0,IT
Jack,,48117.0,Marketing
Frank,,,Engineering
Isaac,29.0,,IT
David,,,Sales
Frank,59.0,,IT
Alice,36.0,89022.0,Finance
Grace,,79765.0,IT
Charlie,47.0,96135.0,HR
Jack,38.0,,Sales
Grace,33.0,65396.0,Marketing
Eve,30.0,43071.0,Support
Alice,50.0,,IT
Bob,32.0,46284.0,Finance
Charlie,,105665.0,Engineering
Grace,,107628.0,Support
Alice,47.0,66176.0,Finance
Isaac,,,Engineering
Isaac,,70397.0,Engineering
Isaac,50.0,,Marketing
Eve,36.0,81768.0,
Bob,26.0,114416.0,HR
David,,,Finance
David,,103155.0,
Grace,45.0,83077.0,IT
Frank,53.0,,Sales
Alice,,,Engineering
David,59.0,55848.0,Engineering
Charlie,37.0,,Finance
Jack,,,Marketing
Grace,,,Finance
David,45.0,89338.0,Operations
Grace,37.0,64875.0,Engineering
Bob,,,Marketing
Frank,,85792.0,Marketing
Hannah,28.0,,Marketing
David,,,Engineering
David,,106637.0,
Hannah,,88382.0,HR
Bob,52.0,53925.0,
Bob,,108336.0,Marketing
Grace,56.0,86846.0,
Grace,43.0,63864.0,IT
Alice,27.0,,Engineering
Charlie,,,Operations
David,,,Operations
Jack,49.0,,Finance
Grace,54.0,,Support
Jack,56.0,,HR
David,,,Operations
Grace,,110933.0,
Eve,34.0,51602.0,Operations
Frank,41.0,62359.0,Engineering
Hannah,46.0,,Marketing
Frank,,48021.0,Support
Eve,36.0,,Operations
Jack,,86634.0,Finance
Isaac,,,Sales
Hannah,35.0,,Sales
Frank,44.0,81592.0,
Frank,60.0,,IT
Isaac,,,Engineering
Alice,,56316.0,Finance
Charlie,,,
Charlie,58.0,,Support
Eve,,,Engineering
David,36.0,,HR
David,,,Sales
Eve,,89579.0,HR
Jack,47.0,62522.0,
Hannah,49.0,75836.0,
Alice,,,IT
Isaac,23.0,,Support
Jack,44.0,90131.0,IT
Eve,,51110.0,IT
Bob,39.0,,Marketing
Alice,25.0,44487.0,Sales
Bob,,,Marketing
Frank,39.0,88749.0,HR
David,,66660.0,Finance
Bob,,83225.0,Operations
Bob,41.0,72580.0,Operations
Alice,58.0,,IT
Jack,,,Finance
Hannah,43.0,106726.0,Finance
Charlie,28.0,,HR
Jack,,,HR
Eve,,,Marketing
Jack,32.0,105057.0,Sales
Charlie,,42528.0,
Bob,56.0,42018.0,Marketing
Isaac,,,Finance
Eve,,,HR
Charlie,40.0,,Finance
Alice,42.0,40478.0,
Hannah,,,Support
Charlie,,,IT
Eve,29.0,,IT
Alice,,58012.0,Marketing
Bob,31.0,62682.0,Marketing
David,40.0,53601.0,Marketing
Grace,,,Operations
Eve,,86357.0,Sales
Jack,,,HR
Jack,,112370.0,IT
Eve,,94850.0,Sales
Grace,56.0,,Support
David,,98414.0,HR
Jack,42.0,,IT
Charlie,40.0,,Support
Isaac,50.0,111699.0,Support
Eve,,66956.0,Operations
David,,76799.0,Sales
Charlie,57.0,119654.0,Engineering
David,,,Sales
Isaac,59.0,,Engineering
Hannah,51.0,,Operations
Isaac,38.0,,Finance
Frank,48.0,,Operations
Frank,44.0,76514.0,
Charlie,46.0,119061.0,Sales
Jack,,,Finance
Charlie,,,HR
Bob,,68779.0,HR
Isaac,59.0,117607.0,Finance
Hannah,30.0,96093.0,Sales
Alice,,91901.0,Marketing
Alice,,,IT
Isaac,38.0,,Support
Bob,,,IT
Eve,,,Marketing
Frank,,43154.0,Sales
David,,47240.0,HR
Eve,43.0,,IT
Jack,26.0,,Sales
Eve,,,Operations
Eve,27.0,,Sales
Charlie,58.0,,
Isaac,,52438.0,IT
Charlie,,,IT
Bob,25.0,75463.0,Marketing
Frank,35.0,73441.0,Marketing
Jack,,82482.0,Engineering
Isaac,,,IT
Grace,,,Marketing
Grace,,105176.0,Marketing
Alice,,46118.0,Engineering
Isaac,27.0,,Sales
Alice,,,Support
Alice,33.0,96420.0,Marketing
Eve,,90015.0,HR
Bob,,49894.0,Sales
Hannah,,,
Bob,59.0,78795.0,HR
Eve,43.0,55407.0,Support
Jack,34.0,79056.0,Marketing
Hannah,58.0,,Engineering
Isaac,,60337.0,IT
Alice,,,Engineering
Frank,41.0,,
Alice,26.0,86485.0,Sales
Charlie,39.0,,HR
Jack,,46739.0,Engineering
Alice,43.0,,IT
David,26.0,115274.0,IT
Charlie,52.0,72391.0,Finance
Grace,49.0,90179.0,HR
Jack,,,IT
Frank,,,IT
Grace,27.0,,IT
Bob,,74839.0,HR
Bob,,96968.0,
Charlie,,43108.0,Marketing
Hannah,,113045.0,
Bob,60.0,42549.0,
David,,68343.0,IT
Jack,51.0,88897.0,Marketing
Jack,,,IT
Charlie,,,Sales
Alice,,,Engineering
Bob,,70583.0,Engineering
Eve,46.0,,IT
Frank,,,
Alice,,,
Eve,54.0,59426.0,
David,44.0,,Marketing
Alice,31.0,106808.0,IT
Isaac,22.0,98697.0,Operations
David,46.0,,Finance
Alice,54.0,,Engineering
Isaac,,49011.0,IT
Hannah,,,IT
Hannah,,,
Charlie,55.0,89421.0,HR
Eve,,,Support
Frank,,65792.0,IT
Charlie,55.0,,HR
Isaac,40.0,,IT
Charlie,52.0,,
Frank,34.0,114760.0,Marketing
Jack,32.0,89086.0,Support
Jack,,,Engineering
Frank,,,
Alice,,,Operations
Grace,38.0,46292.0,HR
Eve,30.0,,Support
Grace,47.0,,Support
Eve,,,Support
Hannah,,,
Eve,,63921.0,Finance
Charlie,,,Operations
Eve,,,Finance
Hannah,28.0,105754.0,Engineering
Hannah,,,HR
Bob,31.0,,
Alice,,,Support
Alice,,,Sales
Charlie,,92090.0,Sales
Eve,,74284.0,Support
Hannah,34.0,89315.0,Finance
Grace,,,IT
Isaac,,97093.0,IT
Frank,,,HR
Hannah,48.0,,
Grace,,78383.0,Marketing
Eve,,,
Bob,,,IT
Isaac,,108392.0,HR
Charlie,27.0,91459.0,Sales
David,,,IT
Alice,,,Finance
Charlie,45.0,96182.0,IT
Jack,35.0,,Marketing
Bob,,,
Charlie,40.0,65319.0,Engineering
Frank,42.0,,Support
Alice,,86608.0,Finance
Jack,,54570.0,HR
Charlie,,,Engineering
Bob,60.0,,Operations
Frank,,73557.0,
Hannah,,55929.0,IT
Jack,32.0,81180.0,Sales
Alice,32.0,,Engineering
Charlie,,,Finance
Hannah,,,Engineering
Frank,,65184.0,HR
Isaac,58.0,68653.0,Sales
Jack,,,Engineering
Jack,,58442.0,Support
Alice,,,Operations
Bob,49.0,,HR
Frank,26.0,,Engineering
Alice,,,HR
David,,49760.0,Finance
Frank,,,Operations
Frank,,68814.0,Engineering
Grace,34.0,74849.0,HR
Eve,34.0,89939.0,Finance
David,,,Engineering
Alice,43.0,82229.0,Finance
Eve,,110255.0,Support
David,45.0,106238.0,HR
Jack,,59709.0,Finance
Eve,,,Marketing
Frank,,,Engineering
David,,54542.0,Operations
Jack,36.0,106831.0,HR
Alice,27.0,46204.0,Support
Charlie,34.0,89494.0,Engineering
Jack,,82708.0,Sales
Charlie,58.0,109891.0,Finance
Eve,29.0,44246.0,Marketing
Charlie,48.0,110831.0,Marketing
Hannah,27.0,101916.0,Sales
Grace,,64357.0,HR
Charlie,37.0,,IT
Hannah,56.0,45137.0,IT
Bob,36.0,,
Eve,,111891.0,
Charlie,,,Sales
Eve,,,
David,,,Sales
Isaac,38.0,87968.0,Finance
Bob,,104578.0,
Frank,,40456.0,Finance
Grace,,,HR
Bob,51.0,,IT
Grace,,,
Bob,52.0,,Operations
David,49.0,,Finance
Eve,,,Marketing
Hannah,38.0,,
Bob,49.0,83611.0,Sales
Eve,57.0,,Marketing
Jack,47.0,42692.0,HR
Isaac,,,HR
Bob,58.0,,Marketing
Hannah,,92251.0,Operations
Bob,,,Support
David,31.0,53773.0,Engineering
Charlie,,,IT
Isaac,,116513.0,Support
Grace,53.0,69502.0,Finance
Isaac,,80694.0,IT
Grace,,42003.0,Operations
Grace,25.0,,Marketing
Frank,,,HR
Eve,43.0,41043.0,Marketing
Charlie,,81383.0,Engineering
Isaac,,,Marketing
Eve,,78077.0,IT
Jack,26.0,,Marketing
Grace,,89803.0,Engineering
Jack,38.0,106795.0,Sales
Hannah,32.0,,HR
David,,,IT
Isaac,,,Support
Bob,46.0,74507.0,Marketing
Charlie,,59150.0,
Jack,,111624.0,Support
Alice,,,IT
Charlie,31.0,73023.0,
Isaac,,97075.0,Sales
Jack,,,
Alice,49.0,,Engineering
Frank,,94994.0,Finance
Charlie,49.0,52383.0,Support
Grace,,54489.0,Engineering
Bob,,,IT
Eve,38.0,,
Isaac,,83492.0,Marketing
Grace,,,Support
Isaac,,65497.0,Sales
Charlie,41.0,,Finance
Frank,23.0,72436.0,IT
Hannah,28.0,,HR
Alice,41.0,,
Grace,,105167.0,
Alice,24.0,,
Eve,41.0,,
Charlie,,,Finance
Jack,23.0,101956.0,IT
Hannah,,,Finance
Grace,41.0,,Operations
Frank,25.0,,Operations
Eve,42.0,101472.0,
Alice,26.0,,Sales
David,32.0,74812.0,Support
Eve,,,Finance
Grace,,41242.0,Operations
Bob,,110983.0,HR
Grace,42.0,83696.0,IT
David,41.0,,Engineering
Isaac,,,Sales
Isaac,57.0,,HR
Alice,,40666.0,Support
David,31.0,58455.0,Operations
Bob,,,Engineering
Charlie,43.0,,Support
David,25.0,,Support
David,,,Sales
Eve,,,Finance
Bob,,,Finance
Frank,25.0,87101.0,HR
Grace,,,
Frank,,,Sales
Bob,29.0,,Sales
Frank,33.0,,IT
Alice,54.0,112742.0,Sales
Hannah,,,Finance
Charlie,,80891.0,IT
Grace,,63895.0,HR
Frank,52.0,81074.0,
David,27.0,,IT
Bob,34.0,,Engineering
Hannah,59.0,109700.0,Engineering
David,,,Finance
Hannah,,66372.0,Support
Grace,,,Marketing
Charlie,,104907.0,Support
Bob,,,Operations
Frank,49.0,,Sales
David,37.0,,HR
Grace,22.0,,Sales
Eve,48.0,,Marketing
David,,97462.0,HR
Isaac,,43335.0,Finance
Jack,60.0,,HR
David,,,Engineering
Eve,,,Sales
Bob,45.0,,Marketing
David,,101531.0,HR
Bob,46.0,60814.0,Finance
Jack,,76052.0,
Charlie,56.0,,
Grace,44.0,,Sales
Eve,38.0,,Marketing
Bob,,,Engineering
Bob,,,Finance
Grace,46.0,,Marketing
Charlie,,,Operations
Alice,33.0,,
Grace,,,
Eve,33.0,,Sales
Bob,,85725.0,Marketing
Charlie,23.0,68321.0,Engineering
Jack,23.0,,Operations
Grace,,98205.0,Marketing
Bob,,41505.0,Operations
Charlie,,88727.0,Finance
Jack,,45317.0,Sales
David,23.0,118601.0,Marketing
Bob,,68640.0,Marketing
Bob,,63214.0,HR
Isaac,57.0,,Support
Alice,,,Engineering
Hannah,35.0,97160.0,IT
Frank,53.0,,Sales
Isaac,,,Engineering
Grace,33.0,119129.0,Operations
Isaac,55.0,70917.0,HR
Jack,,72514.0,Sales
Eve,,,
Alice,56.0,45991.0,Marketing
Charlie,,,
Charlie,35.0,62272.0,Sales
Frank,31.0,68902.0,HR
Grace,22.0,,Sales
Grace,,,Engineering
Bob,,,
Alice,,108228.0,Operations
Jack,,,Engineering
Jack,,,Marketing
Grace,55.0,,Engineering
Isaac,,,Finance
David,,,
Bob,,58117.0,Sales
Grace,,105175.0,IT
Isaac,,52971.0,HR
Eve,,61790.0,Engineering
Isaac,36.0,,Marketing
Frank,,81988.0,Engineering
Frank,38.0,71926.0,Engineering
Hannah,23.0,,Sales
Grace,,83590.0,Sales
Grace,,57981.0,HR
Charlie,,,Sales
Isaac,,43127.0,Marketing
Bob,,67783.0,Sales
Alice,,,Engineering
Bob,,91618.0,
Alice,52.0,,
Hannah,34.0,,Support
Hannah,54.0,60155.0,Engineering
Eve,,,Operations
Isaac,57.0,,Finance
Jack,22.0,,Finance
Eve,30.0,,IT
Bob,26.0,44523.0,Support
Bob,40.0,,Finance
Hannah,49.0,64303.0,Engineering
Eve,,50090.0,Marketing
David,31.0,68156.0,Sales
Charlie,52.0,,
Isaac,38.0,58704.0,Engineering
Frank,,,Engineering
David,59.0,,IT
Bob,25.0,,
Hannah,,,Finance
Hannah,26.0,71939.0,Marketing
Frank,,,
Eve,52.0,,HR
David,,93318.0,Marketing
Grace,,116238.0,Sales
Charlie,,,Support
David,,95148.0,Engineering
Charlie,,98995.0,
Hannah,,83261.0,HR
Jack,23.0,,Marketing
Bob,59.0,,Support
Grace,53.0,91178.0,Sales
Frank,,,Support
Frank,,,Engineering
Frank,,,Operations
Alice,53.0,,Operations
Charlie,,,Sales
Eve,44.0,56213.0,
Grace,,102426.0,
Charlie,52.0,,Operations
Jack,46.0,,Marketing
Eve,,,Operations
Hannah,26.0,,
Eve,,46359.0,IT
David,48.0,,Engineering
Charlie,55.0,,Support
Hannah,45.0,80554.0,Marketing
Frank,,115969.0,
Isaac,,79497.0,Operations
Bob,,,Marketing
Grace,,,Finance
Eve,,,Sales
Grace,,42820.0,Operations
Alice,37.0,,
Bob,23.0,,Marketing
Jack,,,Sales
David,,,Sales
Jack,31.0,,Marketing
Charlie,,,HR
Isaac,,,IT
David,,,Marketing
Frank,,116265.0,Sales
Isaac,,79975.0,
Bob,,,
David,,78085.0,Finance
Isaac,,,Support
Alice,40.0,47973.0,Sales
Isaac,37.0,93521.0,Operations
Bob,,,Finance
Eve,,,Support
Isaac,57.0,,Operations
Charlie,,,Support
Hannah,41.0,,Support
Bob,53.0,118511.0,HR
Jack,,76557.0,Support
Isaac,,,Finance
Eve,38.0,95425.0,
Hannah,31.0,,Finance
Isaac,32.0,,Finance
David,27.0,,Operations
David,58.0,48260.0,Support
Bob,,100607.0,
Frank,,106716.0,Engineering
Alice,,,Marketing
Eve,,84893.0,Operations
Charlie,,63467.0,Engineering
David,,116893.0,HR
Eve,,65288.0,Marketing
Hannah,,50872.0,Engineering
Bob,42.0,72667.0,
Jack,43.0,,Finance
Hannah,27.0,101495.0,Marketing
Bob,52.0,,Finance
Bob,51.0,,Marketing
Jack,26.0,81262.0,Sales
Grace,,78362.0,Sales
David,,78864.0,
Hannah,,,
Hannah,55.0,,Engineering
Grace,39.0,119463.0,Operations
David,50.0,,Engineering
Frank,,,
Isaac,32.0,66900.0,Operations
Grace,53.0,,
Charlie,60.0,,Engineering
Bob,52.0,,HR
Charlie,22.0,68225.0,Operations
Bob,40.0,,
Grace,58.0,56989.0,Engineering
Charlie,59.0,,HR
Grace,49.0,108932.0,HR
Frank,58.0,89395.0,Marketing
Frank,58.0,44816.0,Support
Eve,51.0,,IT
Hannah,,69254.0,Marketing
Isaac,,111497.0,Sales
Frank,27.0,73015.0,Support
Jack,,,Sales
Eve,,40555.0,Sales
Alice,47.0,,
Alice,,,
Alice,54.0,,Sales
Alice,46.0,,Sales
David,,,IT
Bob,,,
David,30.0,106541.0,IT
Charlie,,,Operations
Eve,53.0,113017.0,Operations
Eve,44.0,,Support
Frank,42.0,77204.0,Engineering
Isaac,22.0,,
David,,119029.0,Sales
Isaac,,90382.0,Support
Grace,27.0,60924.0,Marketing
Hannah,,83927.0,Finance
Hannah,,,Engineering
Eve,,,IT
Alice,,119096.0,Engineering
Bob,32.0,,Sales
Alice,,96510.0,IT
Grace,56.0,,Operations
Hannah,56.0,,
Jack,42.0,,Finance
Charlie,49.0,59255.0,Finance
David,32.0,90079.0,Sales
Eve,,,Operations
Alice,54.0,111870.0,Support
David,28.0,65983.0,IT
Frank,,100137.0,Support
Bob,,,
Isaac,59.0,,Engineering
David,,86876.0,Engineering
Bob,50.0,68847.0,
Eve,31.0,,Engineering
Eve,,,HR
Hannah,59.0,44602.0,Marketing
Grace,50.0,88329.0,Finance
Bob,,112916.0,Engineering
Bob,,,Engineering
Bob,25.0,114662.0,Finance
Grace,24.0,,HR
Eve,34.0,,Finance
Bob,33.0,62014.0,
Alice,54.0,,Engineering
Charlie,38.0,,Sales
Charlie,,,Marketing
Hannah,23.0,,Engineering
Alice,,,HR
Jack,51.0,,Marketing
Alice,53.0,97768.0,
Charlie,,,Engineering
Bob,,73973.0,Sales
Grace,59.0,,Sales
Hannah,,71684.0,Sales
Isaac,22.0,43591.0,Sales
Hannah,,,Sales
Hannah,51.0,115862.0,Finance
David,,,IT
Hannah,,59341.0,Sales
Isaac,,,Marketing
Alice,50.0,,HR
Charlie,,,HR
Isaac,25.0,85606.0,HR
Grace,47.0,,HR
Charlie,,50571.0,Support
Eve,46.0,,IT
Grace,,,
Alice,25.0,61281.0,Sales
Frank,49.0,116575.0,HR
Alice,,72240.0,Marketing
Alice,,117918.0,Finance
Eve,,78992.0,Support
Bob,26.0,,
Bob,,,Marketing
Jack,,,IT
Isaac,28.0,47485.0,IT
Jack,,,
Alice,,,Operations
Hannah,35.0,,Engineering
Frank,29.0,,IT
Isaac,,115399.0,Sales
Hannah,,42656.0,
Isaac,,104842.0,
Charlie,,97971.0,Marketing
Frank,60.0,,Sales
Bob,25.0,45942.0,Support
Charlie,,,Finance
Bob,37.0,115009.0,Support
Alice,26.0,119925.0,Operations
Isaac,31.0,49344.0,HR
Charlie,32.0,,HR
Jack,,,Operations
David,48.0,,
Hannah,33.0,,Finance
Bob,45.0,,Operations
Isaac,29.0,,Operations
Frank,38.0,,Support
Grace,,,Marketing
Eve,48.0,69198.0,
Isaac,47.0,,Support
Bob,,114448.0,IT
Hannah,,46490.0,
David,,,Engineering
Frank,,90172.0,Engineering
Eve,49.0,,Operations
David,,,Finance
Grace,,,HR
Charlie,,59118.0,Support
Isaac,58.0,,HR
Isaac,24.0,,Marketing
Eve,32.0,,Sales
Alice,,,Finance
Frank,38.0,,Support
David,44.0,72293.0,IT
Frank,,,IT
Hannah,,,
Bob,51.0,,Support
Frank,27.0,,Support
Eve,41.0,,Operations
Hannah,48.0,72966.0,Finance
Grace,,,Support
Grace,24.0,,Support
Bob,47.0,,Engineering
Bob,,68791.0,HR
Grace,32.0,67697.0,Support
David,,,Engineering
David,51.0,,IT
Frank,39.0,,Engineering
Bob,29.0,48712.0,Operations
Hannah,,,Operations
David,50.0,,IT
Isaac,31.0,,Sales
Hannah,,98831.0,Operations
Jack,49.0,96036.0,Support
David,,,Marketing
Hannah,,96536.0,Support
Isaac,53.0,,
Charlie,,,Sales
Isaac,,98433.0,Engineering
Jack,,,Operations
Alice,44.0,117786.0,Operations
Bob,38.0,,Finance
Hannah,40.0,74536.0,HR
Bob,34.0,109453.0,Marketing
Bob,42.0,,IT
Hannah,,,Sales
Grace,,66035.0,Sales
Charlie,,,Engineering
Eve,,97787.0,Operations
Bob,,,Finance
Jack,30.0,,
Eve,30.0,,Finance
Alice,29.0,,Sales
Isaac,35.0,,Engineering
Charlie,28.0,,Support
David,37.0,,Finance
Eve,47.0,88322.0,Sales
Bob,,77757.0,Support
Eve,,,IT
Isaac,,58671.0,Engineering
Grace,41.0,,IT
Alice,,,
David,,,Operations
Frank,,49898.0,Finance
Jack,32.0,117630.0,HR
Frank,,45078.0,Engineering
Bob,40.0,68152.0,
Jack,60.0,,Finance
David,,81096.0,Finance
Frank,30.0,,Support
Frank,50.0,,
Frank,,67088.0,Finance
Jack,57.0,61315.0,HR
Alice,24.0,,Operations
Bob,36.0,119058.0,Finance
Frank,23.0,,Operations
Isaac,,50682.0,HR
Frank,,,Finance
Frank,,,IT
Grace,,,Sales
Eve,,96538.0,IT
David,,,IT
Jack,,59450.0,Engineering
Jack,,,Finance
Bob,,,Support
David,,,HR
Alice,,,Finance
Bob,53.0,,IT
Frank,23.0,,Engineering
Grace,,117337.0,IT
Alice,,112825.0,
Grace,,,Finance
Alice,26.0,,Operations
Isaac,29.0,71509.0,Operations
Hannah,54.0,102857.0,Operations
Grace,52.0,,
David,24.0,,HR
Isaac,54.0,97748.0,Finance
Bob,60.0,103635.0,IT
Frank,,77719.0,Sales
Isaac,,100240.0,
Hannah,,54224.0,IT
Alice,23.0,99930.0,HR
Bob,,,Finance
David,40.0,,Engineering
Charlie,34.0,85751.0,Operations
Bob,,,
Jack,,85412.0,Finance
Frank,42.0,,IT
Hannah,,54145.0,HR
Jack,,49799.0,IT
Frank,55.0,109190.0,Marketing
Eve,53.0,92059.0,Engineering
Eve,46.0,,IT
Charlie,51.0,64605.0,Operations
Eve,52.0,76104.0,HR
Jack,,,IT
David,,103111.0,HR
Jack,,,
Alice,,,
David,,65850.0,Engineering
Grace,,,HR
Alice,50.0,42366.0,Sales
Bob,59.0,66424.0,Operations
Hannah,24.0,,IT
Frank,25.0,56926.0,Marketing
Charlie,32.0,56077.0,Marketing
Alice,,,Operations
Grace,,94323.0,IT
David,58.0,,
Bob,,116580.0,Support
Alice,,,Sales
Hannah,26.0,,Sales
Frank,,110808.0,HR
Eve,38.0,,HR
Alice,50.0,,Finance
Eve,26.0,,HR
Frank,,82114.0,Sales
Charlie,59.0,,
Frank,,,Sales
Grace,40.0,71203.0,HR
Jack,27.0,,HR
Grace,,,Support
Charlie,,66692.0,Operations
Eve,,69688.0,HR
Frank,53.0,,Support
